Date,High,Low,sigma2
2001-01-02,1320.28,1276.05,0.000190
2001-01-03,1347.76,1274.62,0.000282
2001-01-04,1350.24,1329.14,0.000274
2001-01-05,1334.77,1294.95,0.000291
2001-01-08,1298.35,1276.29,0.000381
2001-01-09,1311.72,1295.14,0.000364
2001-01-10,1313.76,1287.28,0.000333
2001-01-11,1332.19,1309.72,0.000292
2001-01-12,1333.21,1311.59,0.000255
2001-01-16,1327.81,1313.33,0.000259
2001-01-17,1346.92,1325.41,0.000231
2001-01-18,1352.71,1327.41,0.000214
2001-01-19,1354.55,1336.74,0.000182
2001-01-22,1353.62,1333.84,0.000182
2001-01-23,1362.90,1339.63,0.000171
2001-01-24,1369.75,1357.28,0.000146
2001-01-25,1367.35,1354.63,0.000134
2001-01-26,1357.51,1342.75,0.000137
2001-01-29,1365.54,1350.36,0.000134
2001-01-30,1375.68,1356.20,0.000118
2001-01-31,1383.37,1364.66,0.000104
2001-02-01,1373.50,1359.34,0.000109
2001-02-02,1376.38,1348.72,0.000097
2001-02-05,1354.56,1344.48,0.000135
2001-02-06,1363.55,1350.04,0.000123
2001-02-07,1352.26,1334.26,0.000120
2001-02-08,1350.32,1332.42,0.000131
2001-02-09,1332.53,1309.98,0.000137
2001-02-12,1330.96,1313.64,0.000164
2001-02-13,1336.62,1317.51,0.000140
2001-02-14,1320.73,1304.72,0.000153
2001-02-15,1331.29,1315.92,0.000149
2001-02-16,1326.61,1293.18,0.000130
2001-02-20,1307.16,1278.44,0.000176
2001-02-21,1282.97,1253.16,0.000218
2001-02-22,1259.94,1228.33,0.000266
2001-02-23,1252.82,1215.44,0.000256
2001-02-26,1267.69,1241.71,0.000257
2001-02-27,1272.76,1252.26,0.000217
2001-02-28,1263.47,1229.65,0.000225
2001-03-01,1241.36,1214.50,0.000256
2001-03-02,1251.01,1219.74,0.000239
2001-03-05,1242.55,1234.04,0.000241
2001-03-06,1267.42,1241.41,0.000216
2001-03-07,1263.86,1253.80,0.000187
2001-03-08,1266.50,1257.60,0.000166
2001-03-09,1264.74,1228.42,0.000153
2001-03-12,1233.42,1176.78,0.000226
2001-03-13,1197.83,1171.50,0.000419
2001-03-14,1197.66,1155.35,0.000361
2001-03-15,1182.04,1166.71,0.000452
2001-03-16,1173.56,1148.64,0.000409
2001-03-19,1173.50,1147.18,0.000466
2001-03-20,1180.56,1142.19,0.000399
2001-03-21,1149.39,1118.74,0.000481
2001-03-22,1124.27,1081.19,0.000529
2001-03-23,1141.83,1117.58,0.000513
2001-03-26,1160.02,1139.83,0.000437
2001-03-27,1183.35,1150.96,0.000383
2001-03-28,1182.17,1147.83,0.000322
2001-03-29,1161.69,1136.26,0.000402
2001-03-30,1162.80,1143.83,0.000394
2001-04-02,1169.51,1137.51,0.000345
2001-04-03,1145.87,1100.19,0.000369
2001-04-04,1117.50,1091.99,0.000515
2001-04-05,1151.47,1103.25,0.000494
2001-04-06,1151.44,1119.29,0.000422
2001-04-09,1146.13,1126.38,0.000481
2001-04-10,1173.92,1137.59,0.000429
2001-04-11,1182.24,1160.26,0.000360
2001-04-12,1183.51,1157.73,0.000346
2001-04-16,1184.64,1167.38,0.000296
2001-04-17,1192.25,1168.90,0.000289
2001-04-18,1248.42,1191.81,0.000252
2001-04-19,1253.71,1233.39,0.000227
2001-04-20,1253.70,1234.41,0.000195
2001-04-23,1242.98,1217.47,0.000206
2001-04-24,1233.54,1208.89,0.000240
2001-04-25,1232.36,1207.38,0.000263
2001-04-26,1248.30,1228.75,0.000223
2001-04-27,1253.07,1234.52,0.000202
2001-04-30,1269.30,1243.99,0.000171
2001-05-01,1266.47,1243.55,0.000168
2001-05-02,1272.93,1257.70,0.000143
2001-05-03,1267.43,1239.88,0.000134
2001-05-04,1267.51,1232.00,0.000166
2001-05-07,1270.00,1259.19,0.000141
2001-05-08,1267.01,1253.00,0.000138
2001-05-09,1261.65,1247.83,0.000134
2001-05-10,1268.14,1254.56,0.000136
2001-05-11,1259.84,1240.79,0.000130
2001-05-14,1249.68,1241.02,0.000139
2001-05-15,1257.45,1245.36,0.000128
2001-05-16,1286.39,1243.02,0.000121
2001-05-17,1296.48,1282.65,0.000112
2001-05-18,1292.06,1281.15,0.000103
2001-05-21,1312.95,1287.87,0.000094
2001-05-22,1315.93,1306.89,0.000081
2001-05-23,1309.38,1288.70,0.000081
2001-05-24,1295.04,1281.22,0.000112
2001-05-25,1293.17,1276.42,0.000102
2001-05-29,1278.42,1265.41,0.000123
2001-05-30,1267.93,1245.96,0.000134
2001-05-31,1261.91,1248.07,0.000167
2001-06-01,1265.34,1246.88,0.000148
2001-06-04,1267.17,1256.36,0.000135
2001-06-05,1286.62,1267.11,0.000120
2001-06-06,1283.85,1269.01,0.000103
2001-06-07,1277.08,1265.08,0.000120
2001-06-08,1277.11,1259.99,0.000107
2001-06-11,1264.96,1249.23,0.000121
2001-06-12,1261.00,1235.75,0.000133
2001-06-13,1259.75,1241.59,0.000124
2001-06-14,1241.60,1218.90,0.000144
2001-06-15,1221.50,1203.03,0.000185
2001-06-18,1221.23,1208.33,0.000186
2001-06-19,1226.11,1207.71,0.000187
2001-06-20,1225.61,1210.07,0.000171
2001-06-21,1240.24,1220.25,0.000149
2001-06-22,1237.73,1221.41,0.000127
2001-06-25,1231.50,1213.60,0.000142
2001-06-26,1220.70,1204.64,0.000146
2001-06-27,1219.92,1207.29,0.000142
2001-06-28,1234.44,1211.07,0.000144
2001-06-29,1237.29,1221.14,0.000123
2001-07-02,1239.78,1224.03,0.000119
2001-07-03,1236.71,1229.43,0.000103
2001-07-05,1234.45,1219.15,0.000101
2001-07-06,1219.24,1188.74,0.000123
2001-07-09,1201.76,1189.75,0.000186
2001-07-10,1203.43,1179.93,0.000165
2001-07-11,1184.93,1168.46,0.000195
2001-07-12,1210.25,1180.18,0.000187
2001-07-13,1218.54,1203.61,0.000159
2001-07-16,1219.63,1200.05,0.000141
2001-07-17,1215.36,1196.14,0.000160
2001-07-18,1214.44,1198.33,0.000138
2001-07-19,1225.04,1205.80,0.000143
2001-07-20,1215.69,1207.04,0.000127
2001-07-23,1215.22,1190.50,0.000127
2001-07-24,1191.03,1165.54,0.000163
2001-07-25,1190.52,1171.28,0.000201
2001-07-26,1204.18,1182.65,0.000170
2001-07-27,1209.26,1195.99,0.000147
2001-07-30,1209.05,1200.41,0.000135
2001-07-31,1222.74,1204.52,0.000130
2001-08-01,1223.04,1211.23,0.000116
2001-08-02,1226.27,1215.31,0.000105
2001-08-03,1220.75,1205.31,0.000095
2001-08-06,1214.35,1197.35,0.000099
2001-08-07,1207.56,1195.64,0.000119
2001-08-08,1206.79,1181.27,0.000109
2001-08-09,1184.71,1174.68,0.000147
2001-08-10,1193.33,1169.55,0.000139
2001-08-13,1193.82,1185.12,0.000124
2001-08-14,1198.79,1184.26,0.000116
2001-08-15,1191.21,1177.61,0.000118
2001-08-16,1181.80,1166.08,0.000127
2001-08-17,1181.66,1156.07,0.000116
2001-08-20,1171.41,1160.94,0.000152
2001-08-21,1179.85,1156.56,0.000133
2001-08-22,1168.56,1153.34,0.000156
2001-08-23,1169.86,1160.96,0.000137
2001-08-24,1185.15,1162.09,0.000136
2001-08-27,1186.85,1178.07,0.000116
2001-08-28,1179.66,1161.17,0.000119
2001-08-29,1166.97,1147.38,0.000150
2001-08-30,1151.75,1124.87,0.000170
2001-08-31,1141.83,1126.38,0.000210
2001-09-04,1155.40,1129.06,0.000191
2001-09-05,1135.52,1114.86,0.000182
2001-09-06,1131.74,1105.83,0.000174
2001-09-07,1106.40,1082.12,0.000237
2001-09-10,1096.94,1073.15,0.000286
2001-09-17,1092.54,1037.46,0.000257
2001-09-18,1046.42,1029.25,0.000499
2001-09-19,1038.91,984.62,0.000491
2001-09-20,1016.10,984.49,0.000530
2001-09-21,984.54,944.75,0.000662
2001-09-24,1008.44,965.80,0.000716
2001-09-25,1017.14,998.33,0.000600
2001-09-26,1020.29,1002.62,0.000536
2001-09-27,1018.92,998.24,0.000522
2001-09-28,1040.94,1018.61,0.000459
2001-10-01,1040.94,1026.76,0.000388
2001-10-02,1051.33,1034.47,0.000373
2001-10-03,1075.38,1041.48,0.000324
2001-10-04,1084.12,1067.82,0.000274
2001-10-05,1072.35,1053.50,0.000265
2001-10-08,1071.37,1056.88,0.000245
2001-10-09,1063.37,1053.83,0.000255
2001-10-10,1081.62,1052.76,0.000255
2001-10-11,1099.16,1080.99,0.000215
2001-10-12,1097.43,1072.15,0.000182
2001-10-15,1091.65,1078.19,0.000185
2001-10-16,1101.66,1087.13,0.000178
2001-10-17,1107.12,1076.57,0.000158
2001-10-18,1077.94,1064.54,0.000204
2001-10-19,1075.52,1057.24,0.000213
2001-10-22,1090.57,1070.79,0.000193
2001-10-23,1098.99,1081.53,0.000163
2001-10-24,1090.26,1079.98,0.000165
2001-10-25,1100.09,1065.64,0.000156
2001-10-26,1110.61,1094.24,0.000132
2001-10-29,1104.61,1078.30,0.000120
2001-10-30,1078.30,1053.61,0.000185
2001-10-31,1074.79,1057.55,0.000226
2001-11-01,1085.61,1054.31,0.000214
2001-11-02,1089.63,1075.58,0.000180
2001-11-05,1106.72,1087.20,0.000166
2001-11-06,1119.73,1095.36,0.000140
2001-11-07,1126.62,1112.98,0.000119
2001-11-08,1135.75,1115.42,0.000118
2001-11-09,1123.02,1111.13,0.000108
2001-11-12,1121.71,1098.32,0.000101
2001-11-13,1139.14,1118.33,0.000099
2001-11-14,1148.28,1132.87,0.000086
2001-11-15,1146.46,1135.06,0.000079
2001-11-16,1143.52,1129.92,0.000075
2001-11-19,1151.06,1138.65,0.000077
2001-11-20,1152.45,1142.17,0.000066
2001-11-21,1142.66,1129.78,0.000075
2001-11-23,1151.05,1135.90,0.000080
2001-11-26,1157.88,1146.17,0.000068
2001-11-27,1163.38,1140.81,0.000060
2001-11-28,1149.50,1128.29,0.000069
2001-11-29,1140.40,1125.51,0.000107
2001-11-30,1143.57,1135.89,0.000092
2001-12-03,1139.45,1125.78,0.000089
2001-12-04,1144.80,1128.86,0.000101
2001-12-05,1173.62,1143.77,0.000086
2001-12-06,1173.35,1164.43,0.000078
2001-12-07,1167.10,1152.66,0.000079
2001-12-10,1158.31,1139.66,0.000089
2001-12-11,1150.89,1134.32,0.000122
2001-12-12,1141.58,1126.01,0.000121
2001-12-13,1137.07,1117.85,0.000114
2001-12-14,1128.28,1114.53,0.000147
2001-12-17,1137.30,1122.66,0.000134
2001-12-18,1145.10,1134.36,0.000116
2001-12-19,1152.44,1134.75,0.000101
2001-12-20,1151.42,1139.93,0.000090
2001-12-21,1147.46,1139.93,0.000101
2001-12-24,1147.83,1144.62,0.000091
2001-12-26,1159.18,1144.65,0.000087
2001-12-27,1157.13,1149.37,0.000079
2001-12-28,1164.64,1157.13,0.000069
2001-12-31,1161.16,1148.04,0.000063
2002-01-02,1154.67,1136.23,0.000081
2002-01-03,1165.27,1154.01,0.000071
2002-01-04,1176.55,1163.42,0.000062
2002-01-07,1176.97,1163.55,0.000054
2002-01-08,1167.60,1157.46,0.000062
2002-01-09,1174.26,1151.89,0.000065
2002-01-10,1159.93,1150.85,0.000069
2002-01-11,1159.41,1145.45,0.000065
2002-01-14,1145.60,1138.15,0.000079
2002-01-15,1148.81,1136.88,0.000086
2002-01-16,1146.19,1127.49,0.000076
2002-01-17,1139.27,1127.57,0.000108
2002-01-18,1138.88,1124.45,0.000093
2002-01-22,1135.26,1117.91,0.000109
2002-01-23,1131.94,1117.43,0.000118
2002-01-24,1139.50,1128.18,0.000103
2002-01-25,1138.31,1127.82,0.000094
2002-01-28,1138.63,1126.66,0.000088
2002-01-29,1137.47,1098.74,0.000085
2002-01-30,1113.79,1081.66,0.000167
2002-01-31,1130.21,1113.30,0.000143
2002-02-01,1130.20,1118.51,0.000121
2002-02-04,1122.20,1092.25,0.000130
2002-02-05,1100.96,1082.58,0.000200
2002-02-06,1093.58,1077.78,0.000199
2002-02-07,1094.03,1078.44,0.000202
2002-02-08,1096.30,1079.91,0.000198
2002-02-11,1112.01,1094.68,0.000168
2002-02-12,1112.68,1102.98,0.000143
2002-02-13,1120.56,1107.50,0.000143
2002-02-14,1124.72,1112.30,0.000124
2002-02-15,1117.09,1103.23,0.000121
2002-02-19,1104.18,1082.24,0.000140
2002-02-20,1098.32,1074.36,0.000186
2002-02-21,1101.50,1080.24,0.000158
2002-02-22,1093.93,1074.39,0.000193
2002-02-25,1112.71,1089.84,0.000169
2002-02-26,1115.05,1101.72,0.000143
2002-02-27,1123.06,1102.26,0.000136
2002-02-28,1121.57,1106.73,0.000127
2002-03-01,1131.79,1106.73,0.000126
2002-03-04,1153.84,1130.93,0.000110
2002-03-05,1157.74,1144.78,0.000095
2002-03-06,1165.29,1145.11,0.000103
2002-03-07,1167.94,1150.69,0.000087
2002-03-08,1172.76,1157.54,0.000091
2002-03-11,1173.03,1159.58,0.000081
2002-03-12,1168.26,1154.34,0.000073
2002-03-13,1165.58,1151.01,0.000074
2002-03-14,1157.83,1151.08,0.000088
2002-03-15,1166.48,1153.04,0.000086
2002-03-18,1172.73,1159.14,0.000073
2002-03-19,1173.94,1165.55,0.000071
2002-03-20,1170.29,1151.61,0.000064
2002-03-21,1155.10,1139.48,0.000095
2002-03-22,1156.49,1144.60,0.000088
2002-03-25,1151.04,1131.87,0.000091
2002-03-26,1147.00,1131.61,0.000120
2002-03-27,1146.95,1135.33,0.000107
2002-03-28,1154.45,1144.58,0.000095
2002-04-01,1147.84,1132.87,0.000088
2002-04-02,1146.54,1135.71,0.000085
2002-04-03,1138.85,1119.68,0.000097
2002-04-04,1130.45,1120.06,0.000113
2002-04-05,1133.31,1119.49,0.000106
2002-04-08,1125.41,1111.79,0.000107
2002-04-09,1128.29,1116.73,0.000098
2002-04-10,1131.76,1117.80,0.000106
2002-04-11,1130.47,1102.42,0.000091
2002-04-12,1112.77,1102.74,0.000152
2002-04-15,1114.86,1099.41,0.000134
2002-04-16,1129.40,1102.55,0.000144
2002-04-17,1133.00,1123.37,0.000124
2002-04-18,1130.49,1109.29,0.000122
2002-04-19,1128.82,1122.59,0.000118
2002-04-22,1125.17,1105.62,0.000112
2002-04-23,1111.17,1098.94,0.000144
2002-04-24,1108.46,1092.51,0.000150
2002-04-25,1094.36,1084.81,0.000158
2002-04-26,1096.77,1076.31,0.000153
2002-04-29,1078.95,1063.62,0.000181
2002-04-30,1082.62,1063.46,0.000198
2002-05-01,1088.32,1065.29,0.000171
2002-05-02,1091.42,1079.46,0.000149
2002-05-03,1084.56,1068.89,0.000144
2002-05-06,1075.96,1052.65,0.000161
2002-05-07,1058.67,1048.96,0.000211
2002-05-08,1088.92,1049.49,0.000206
2002-05-09,1088.85,1072.23,0.000190
2002-05-10,1075.43,1053.93,0.000221
2002-05-13,1074.84,1053.90,0.000262
2002-05-14,1097.71,1074.56,0.000221
2002-05-15,1104.23,1088.94,0.000187
2002-05-16,1099.29,1089.17,0.000189
2002-05-17,1106.59,1096.77,0.000168
2002-05-20,1106.59,1090.61,0.000147
2002-05-21,1099.55,1079.08,0.000174
2002-05-22,1086.02,1075.64,0.000193
2002-05-23,1097.10,1080.55,0.000173
2002-05-24,1097.08,1082.19,0.000149
2002-05-28,1085.98,1070.31,0.000172
2002-05-29,1074.83,1067.66,0.000184
2002-05-30,1069.50,1054.26,0.000189
2002-05-31,1079.93,1064.66,0.000185
2002-06-03,1070.74,1039.90,0.000170
2002-06-04,1046.06,1030.52,0.000245
2002-06-05,1050.11,1038.84,0.000231
2002-06-06,1049.90,1026.91,0.000202
2002-06-07,1033.02,1012.49,0.000255
2002-06-10,1038.18,1025.45,0.000245
2002-06-11,1039.04,1012.94,0.000225
2002-06-12,1021.85,1002.58,0.000265
2002-06-13,1023.47,1008.12,0.000236
2002-06-14,1009.56,981.63,0.000254
2002-06-17,1036.17,1007.27,0.000245
2002-06-18,1040.83,1030.92,0.000209
2002-06-19,1037.61,1017.88,0.000195
2002-06-20,1023.33,1004.59,0.000235
2002-06-21,1006.29,985.65,0.000263
2002-06-24,1002.11,970.85,0.000306
2002-06-25,1005.88,974.21,0.000280
2002-06-26,977.43,952.92,0.000322
2002-06-27,990.67,963.74,0.000309
2002-06-28,1001.79,988.31,0.000262
2002-07-01,994.46,967.43,0.000250
2002-07-02,968.65,945.54,0.000312
2002-07-03,954.30,934.87,0.000375
2002-07-05,989.07,953.99,0.000338
2002-07-08,993.56,972.91,0.000290
2002-07-09,979.63,951.71,0.000312
2002-07-10,956.34,920.29,0.000394
2002-07-11,929.16,900.94,0.000538
2002-07-12,934.31,913.71,0.000483
2002-07-15,921.39,876.46,0.000479
2002-07-16,918.65,897.13,0.000463
2002-07-17,926.52,895.03,0.000515
2002-07-18,907.80,880.60,0.000467
2002-07-19,881.56,842.07,0.000569
2002-07-22,854.13,813.26,0.000758
2002-07-23,827.69,796.13,0.000911
2002-07-24,844.32,775.68,0.001020
2002-07-25,853.83,816.11,0.000861
2002-07-26,852.85,835.92,0.000836
2002-07-29,898.96,852.84,0.000728
2002-07-30,909.81,884.70,0.000623
2002-07-31,911.64,889.88,0.000570
2002-08-01,911.62,882.48,0.000507
2002-08-02,884.72,853.95,0.000626
2002-08-05,864.24,833.44,0.000705
2002-08-06,874.44,834.60,0.000868
2002-08-07,878.74,854.15,0.000733
2002-08-08,905.84,875.17,0.000629
2002-08-09,913.95,890.77,0.000527
2002-08-12,908.64,892.38,0.000484
2002-08-13,911.71,883.62,0.000475
2002-08-14,920.21,876.20,0.000544
2002-08-15,933.29,918.17,0.000459
2002-08-16,935.38,916.21,0.000402
2002-08-19,951.17,927.21,0.000383
2002-08-20,950.70,931.86,0.000322
2002-08-21,951.59,931.32,0.000352
2002-08-22,965.00,946.43,0.000305
2002-08-23,962.70,937.17,0.000262
2002-08-26,950.80,930.42,0.000331
2002-08-27,955.82,930.36,0.000295
2002-08-28,934.82,913.21,0.000325
2002-08-30,928.15,910.17,0.000373
2002-09-03,916.07,877.51,0.000357
2002-09-04,896.10,875.73,0.000554
2002-09-05,893.40,870.50,0.000476
2002-09-06,899.07,879.15,0.000514
2002-09-09,907.34,882.92,0.000442
2002-09-10,909.89,900.50,0.000390
2002-09-11,924.02,908.47,0.000349
2002-09-12,909.45,884.84,0.000329
2002-09-13,892.75,877.05,0.000411
2002-09-16,891.84,878.91,0.000378
2002-09-17,902.68,872.38,0.000352
2002-09-18,878.45,857.39,0.000409
2002-09-19,869.46,843.09,0.000400
2002-09-20,849.32,839.09,0.000519
2002-09-23,845.39,825.76,0.000480
2002-09-24,833.70,817.38,0.000508
2002-09-25,844.22,818.46,0.000553
2002-09-26,856.60,839.66,0.000467
2002-09-27,854.95,826.84,0.000398
2002-09-30,827.37,800.20,0.000532
2002-10-01,847.93,812.82,0.000563
2002-10-02,851.93,826.50,0.000474
2002-10-03,840.02,817.25,0.000553
2002-10-04,825.90,794.10,0.000565
2002-10-07,808.21,782.96,0.000640
2002-10-08,808.86,779.50,0.000695
2002-10-09,798.55,775.80,0.000602
2002-10-10,806.51,768.63,0.000709
2002-10-11,843.27,803.92,0.000594
2002-10-14,844.39,828.37,0.000498
2002-10-15,881.27,841.44,0.000448
2002-10-16,881.27,856.28,0.000391
2002-10-17,885.35,860.02,0.000473
2002-10-18,886.68,866.58,0.000400
2002-10-21,900.69,873.06,0.000361
2002-10-22,899.72,882.40,0.000307
2002-10-23,896.14,873.82,0.000324
2002-10-24,902.94,879.00,0.000290
2002-10-25,897.71,877.03,0.000325
2002-10-28,907.44,886.15,0.000276
2002-10-29,890.64,867.91,0.000285
2002-10-30,895.28,879.19,0.000296
2002-10-31,898.83,879.75,0.000260
2002-11-01,903.42,877.71,0.000260
2002-11-04,924.58,900.96,0.000220
2002-11-05,915.83,904.91,0.000193
2002-11-06,925.66,905.00,0.000170
2002-11-07,923.76,898.68,0.000148
2002-11-08,910.11,891.62,0.000210
2002-11-11,894.74,874.63,0.000222
2002-11-12,894.30,876.19,0.000281
2002-11-13,892.51,872.05,0.000249
2002-11-14,904.27,882.53,0.000235
2002-11-15,910.21,895.35,0.000199
2002-11-18,915.91,899.48,0.000177
2002-11-19,905.45,893.09,0.000194
2002-11-20,915.01,894.93,0.000193
2002-11-21,935.13,914.15,0.000163
2002-11-22,937.28,928.41,0.000138
2002-11-25,937.15,923.31,0.000138
2002-11-26,932.87,912.10,0.000127
2002-11-27,940.41,913.31,0.000180
2002-11-29,941.82,935.58,0.000157
2002-12-02,954.28,927.72,0.000154
2002-12-03,934.53,918.73,0.000150
2002-12-04,925.25,909.51,0.000182
2002-12-05,921.49,905.90,0.000179
2002-12-06,915.48,895.96,0.000201
2002-12-09,912.23,891.97,0.000179
2002-12-10,904.95,892.00,0.000242
2002-12-11,909.94,896.48,0.000207
2002-12-12,908.37,897.00,0.000194
2002-12-13,901.58,888.48,0.000192
2002-12-16,910.42,889.48,0.000220
2002-12-17,911.22,901.74,0.000186
2002-12-18,902.99,887.82,0.000196
2002-12-19,899.19,880.32,0.000222
2002-12-20,897.79,884.25,0.000230
2002-12-23,902.43,892.26,0.000197
2002-12-24,897.38,892.29,0.000183
2002-12-26,903.89,887.48,0.000186
2002-12-27,890.46,873.62,0.000183
2002-12-30,882.10,870.23,0.000219
2002-12-31,881.93,869.45,0.000198
2003-01-02,909.03,879.82,0.000186
2003-01-03,911.25,903.07,0.000168
2003-01-06,931.77,908.59,0.000160
2003-01-07,930.81,919.93,0.000136
2003-01-08,922.93,908.32,0.000143
2003-01-09,928.31,909.93,0.000171
2003-01-10,932.89,917.66,0.000145
2003-01-13,935.05,922.05,0.000137
2003-01-14,931.66,921.72,0.000133
2003-01-15,932.59,916.70,0.000118
2003-01-16,926.03,911.98,0.000147
2003-01-17,914.60,899.02,0.000148
2003-01-21,906.00,887.62,0.000177
2003-01-22,889.74,877.64,0.000213
2003-01-23,890.25,876.89,0.000229
2003-01-24,887.34,859.71,0.000199
2003-01-27,863.95,844.25,0.000299
2003-01-28,860.76,847.48,0.000339
2003-01-29,868.72,845.86,0.000293
2003-01-30,865.48,843.74,0.000261
2003-01-31,858.33,840.34,0.000331
2003-02-03,864.64,855.70,0.000285
2003-02-04,860.32,840.19,0.000257
2003-02-05,861.63,842.11,0.000288
2003-02-06,844.23,833.25,0.000286
2003-02-07,845.73,826.70,0.000288
2003-02-10,837.16,823.53,0.000303
2003-02-11,843.02,825.09,0.000269
2003-02-12,832.12,818.49,0.000277
2003-02-13,821.25,806.29,0.000301
2003-02-14,834.89,815.03,0.000288
2003-02-18,852.87,834.89,0.000242
2003-02-19,851.17,838.79,0.000204
2003-02-20,849.37,836.56,0.000211
2003-02-21,852.28,831.48,0.000225
2003-02-24,848.17,832.16,0.000192
2003-02-25,839.55,818.54,0.000239
2003-02-26,840.10,826.68,0.000212
2003-02-27,842.19,827.55,0.000237
2003-02-28,847.00,837.28,0.000205
2003-03-03,852.34,832.74,0.000185
2003-03-04,835.43,821.96,0.000194
2003-03-05,829.87,819.00,0.000228
2003-03-06,829.85,819.85,0.000199
2003-03-07,829.55,811.23,0.000212
2003-03-10,828.89,806.57,0.000187
2003-03-11,814.25,800.30,0.000267
2003-03-12,804.19,788.90,0.000277
2003-03-13,832.02,804.19,0.000251
2003-03-14,841.39,828.26,0.000219
2003-03-17,862.79,827.17,0.000203
2003-03-18,866.94,857.36,0.000184
2003-03-19,874.99,861.21,0.000167
2003-03-20,879.60,859.01,0.000145
2003-03-21,895.90,875.84,0.000135
2003-03-24,895.79,862.02,0.000117
2003-03-25,879.87,862.59,0.000239
2003-03-26,875.80,866.47,0.000206
2003-03-27,874.15,858.09,0.000208
2003-03-28,869.88,860.83,0.000200
2003-03-31,863.50,843.68,0.000203
2003-04-01,861.28,847.85,0.000248
2003-04-02,884.57,858.48,0.000214
2003-04-03,885.89,876.12,0.000182
2003-04-04,882.73,874.23,0.000184
2003-04-07,904.89,878.85,0.000169
2003-04-08,883.11,874.68,0.000158
2003-04-09,887.35,865.72,0.000153
2003-04-10,871.78,862.76,0.000181
2003-04-11,883.34,865.92,0.000161
2003-04-14,885.26,868.30,0.000160
2003-04-15,891.27,881.85,0.000136
2003-04-16,896.77,877.93,0.000120
2003-04-17,893.83,879.20,0.000143
2003-04-21,898.01,888.17,0.000121
2003-04-22,911.74,886.70,0.000118
2003-04-23,919.74,909.89,0.000103
2003-04-24,919.02,906.69,0.000089
2003-04-25,911.43,897.52,0.000101
2003-04-28,918.15,898.81,0.000128
2003-04-29,924.24,911.10,0.000109
2003-04-30,922.01,911.70,0.000099
2003-05-01,919.68,902.83,0.000096
2003-05-02,930.56,912.35,0.000092
2003-05-05,933.88,924.55,0.000079
2003-05-06,939.61,926.38,0.000081
2003-05-07,937.22,926.41,0.000071
2003-05-08,929.62,919.72,0.000075
2003-05-09,933.77,920.27,0.000091
2003-05-12,946.84,929.30,0.000078
2003-05-13,947.51,938.91,0.000067
2003-05-14,947.29,935.24,0.000068
2003-05-15,948.23,938.79,0.000070
2003-05-16,948.65,938.60,0.000061
2003-05-19,944.30,920.23,0.000062
2003-05-20,925.34,912.05,0.000124
2003-05-21,923.85,914.91,0.000120
2003-05-22,935.30,922.54,0.000108
2003-05-23,935.20,927.42,0.000093
2003-05-27,952.76,927.33,0.000087
2003-05-28,959.39,950.12,0.000077
2003-05-29,962.08,946.23,0.000071
2003-05-30,965.38,949.64,0.000074
2003-06-02,979.11,963.59,0.000064
2003-06-03,973.02,964.47,0.000058
2003-06-04,987.85,970.72,0.000052
2003-06-05,990.14,978.13,0.000047
2003-06-06,1007.69,986.01,0.000042
2003-06-09,987.76,972.59,0.000044
2003-06-10,984.84,975.93,0.000063
2003-06-11,997.48,981.61,0.000054
2003-06-12,1002.74,991.27,0.000047
2003-06-13,1000.92,984.27,0.000045
2003-06-16,1010.86,988.61,0.000059
2003-06-17,1015.33,1007.04,0.000059
2003-06-18,1015.12,1004.61,0.000056
2003-06-19,1011.22,993.08,0.000056
2003-06-20,1002.09,993.36,0.000084
2003-06-23,995.69,977.40,0.000079
2003-06-24,987.84,979.08,0.000106
2003-06-25,991.64,974.86,0.000098
2003-06-26,986.53,973.80,0.000110
2003-06-27,988.88,974.29,0.000094
2003-06-30,983.61,973.60,0.000109
2003-07-01,983.26,962.10,0.000107
2003-07-02,993.78,982.32,0.000093
2003-07-03,995.00,983.34,0.000080
2003-07-07,1005.56,985.70,0.000091
2003-07-08,1008.92,998.73,0.000079
2003-07-09,1010.43,998.17,0.000072
2003-07-10,1002.21,983.63,0.000078
2003-07-11,1000.86,988.70,0.000102
2003-07-14,1015.41,998.14,0.000088
2003-07-15,1009.61,996.67,0.000078
2003-07-16,1003.47,989.30,0.000080
2003-07-17,994.00,978.60,0.000088
2003-07-18,994.25,981.71,0.000110
2003-07-21,993.32,975.63,0.000094
2003-07-22,990.29,976.08,0.000123
2003-07-23,989.86,979.79,0.000106
2003-07-24,998.89,981.07,0.000100
2003-07-25,998.71,977.49,0.000109
2003-07-28,1000.68,993.59,0.000093
2003-07-29,998.64,984.15,0.000092
2003-07-30,992.62,985.96,0.000101
2003-07-31,1004.59,987.49,0.000100
2003-08-01,990.31,978.86,0.000091
2003-08-04,985.75,966.79,0.000107
2003-08-05,982.82,964.97,0.000099
2003-08-06,975.74,960.84,0.000138
2003-08-07,974.89,963.82,0.000128
2003-08-08,980.57,973.83,0.000112
2003-08-11,985.46,974.21,0.000102
2003-08-12,990.41,979.90,0.000093
2003-08-13,992.50,980.85,0.000080
2003-08-14,991.91,980.36,0.000087
2003-08-15,992.39,987.10,0.000076
2003-08-18,1000.35,990.67,0.000073
2003-08-19,1003.30,995.30,0.000063
2003-08-20,1003.54,996.62,0.000058
2003-08-21,1009.53,999.33,0.000058
2003-08-22,1011.01,992.62,0.000053
