Date,SP500
2009-09-24,1722.02
2009-09-25,1711.53
2009-09-28,1742.32
2009-09-29,1738.48
2009-09-30,1732.86
2009-10-01,1688.24
2009-10-02,1680.70
2009-10-05,1705.73
2009-10-06,1729.14
2009-10-07,1734.74
2009-10-08,1747.70
2009-10-09,1757.60
2009-10-13,1760.51
2009-10-14,1791.47
2009-10-15,1798.91
2009-10-16,1784.35
2009-10-19,1801.12
2009-10-20,1789.93
2009-10-21,1774.33
2009-10-22,1793.34
2009-10-23,1771.50
2009-10-26,1750.75
2009-10-27,1744.95
2009-10-28,1711.09
2009-10-29,1749.76
2009-10-30,1700.67
2009-11-02,1711.65
2009-11-04,1718.21
2009-11-05,1751.45
2009-11-06,1756.07
2009-11-09,1795.56
2009-11-10,1795.90
2009-11-11,1804.93
2009-11-12,1786.66
2009-11-13,1796.93
2009-11-16,1823.29
2009-11-17,1825.18
2009-11-18,1824.61
2009-11-19,1800.12
2009-11-20,1794.65
2009-11-24,1818.31
2009-11-25,1826.74
2009-11-27,1795.70
2009-11-30,1802.68
2009-12-01,1824.54
2009-12-02,1825.40
2009-12-03,1810.13
2009-12-04,1820.11
2009-12-07,1815.70
2009-12-08,1797.31
2009-12-09,1804.10
2009-12-10,1814.81
2009-12-11,1821.80
2009-12-14,1834.55
2009-12-15,1824.37
2009-12-16,1826.45
2009-12-17,1804.96
2009-12-18,1815.50
2009-12-21,1834.59
2009-12-22,1841.17
2009-12-24,1855.50
2009-12-28,1857.89
2009-12-29,1855.61
2009-12-30,1856.14
2010-01-04,1867.06
2010-01-05,1872.90
2010-01-06,1874.73
2010-01-07,1882.34
2010-01-08,1887.77
2010-01-12,1873.32
2010-01-13,1889.10
2010-01-14,1893.72
2010-01-15,1873.30
2010-01-19,1896.72
2010-01-20,1876.90
2010-01-21,1841.39
2010-01-22,1800.61
2010-01-25,1808.93
2010-01-26,1801.34
2010-01-27,1810.21
2010-01-28,1788.97
2010-01-29,1771.40
2010-02-01,1796.67
2010-02-02,1819.99
2010-02-03,1810.64
2010-02-04,1754.30
2010-02-05,1759.38
2010-02-08,1744.37
2010-02-09,1767.18
2010-02-10,1763.69
2010-02-12,1776.50
2010-02-16,1808.72
2010-02-17,1816.70
2010-02-18,1828.81
2010-02-19,1833.09
2010-02-22,1831.21
2010-02-23,1809.05
2010-02-24,1826.98
2010-02-25,1823.64
2010-02-26,1826.27
2010-03-01,1844.87
2010-03-02,1849.17
2010-03-03,1850.24
2010-03-04,1857.20
2010-03-05,1883.28
2010-03-08,1883.29
2010-03-09,1886.60
2010-03-10,1895.38
2010-03-11,1903.68
2010-03-12,1903.29
2010-03-15,1904.19
2010-03-16,1919.02
2010-03-17,1930.22
2010-03-18,1929.63
2010-03-19,1919.80
2010-03-23,1943.70
2010-03-24,1933.04
2010-03-25,1929.75
2010-03-26,1931.18
2010-03-29,1942.51
2010-03-30,1942.81
2010-03-31,1936.48
2010-04-01,1950.91
2010-04-05,1966.44
