date,sp500,tnote10
2010-12-07,2054.89,1.8145
2010-12-08,2063.03,1.7939
2010-12-09,2071.12,1.8021
2010-12-10,2083.57,1.7866
2010-12-13,2084.00,1.7936
2010-12-14,2085.93,1.7687
2010-12-15,2075.29,1.7610
2010-12-16,2088.19,1.7755
2010-12-17,2089.95,1.7880
2010-12-20,2095.32,1.7890
2010-12-21,2108.26,1.7938
2010-12-22,2115.69,1.7878
2010-12-23,2112.37,1.7832
2010-12-27,2113.67,1.7916
2010-12-28,2115.32,1.7717
2010-12-29,2117.83,1.7892
2010-12-30,2114.70,1.7879
2010-12-31,2114.29,1.8005
